times,price
2017-05-03 09:00:00,3432.79
2017-05-03 09:00:01,3432.77
2017-05-03 09:00:02,3432.7
2017-05-03 09:00:03,3432.17
2017-05-03 09:00:04,3433.06
2017-05-03 09:00:05,3432.69
2017-05-03 09:00:06,3432.85
2017-05-03 09:00:07,3432.81
2017-05-03 09:00:08,3432.15
2017-05-03 09:00:09,3431.84
2017-05-03 09:00:10,3431.81
2017-05-03 09:00:11,3431.55
2017-05-03 09:00:12,3431.41
2017-05-03 09:00:13,3431.29
2017-05-03 09:00:14,3430.91
2017-05-03 09:00:15,3431.43
2017-05-03 09:00:16,3431.24
2017-05-03 09:00:17,3431.42
2017-05-03 09:00:18,3431.22
2017-05-03 09:00:19,3431.06
2017-05-03 09:00:20,3430.8
2017-05-03 09:00:21,3430.92
2017-05-03 09:00:22,3431.32
2017-05-03 09:00:23,3430.38
2017-05-03 09:00:24,3430.04
2017-05-03 09:00:25,3429.55
2017-05-03 09:00:26,3429.4
2017-05-03 09:00:27,3429.94
2017-05-03 09:00:28,3429.71
2017-05-03 09:00:29,3429.98
2017-05-03 09:00:30,3430.08
2017-05-03 09:00:31,3430.02
2017-05-03 09:00:32,3429.75
2017-05-03 09:00:33,3429.74
2017-05-03 09:00:34,3429.83
2017-05-03 09:00:35,3429.82
2017-05-03 09:00:36,3429.78
2017-05-03 09:00:37,3430.01
2017-05-03 09:00:38,3430.14
2017-05-03 09:00:39,3430.45
2017-05-03 09:00:40,3430.49
2017-05-03 09:00:41,3430.52
2017-05-03 09:00:42,3430.66
2017-05-03 09:00:43,3430.74
2017-05-03 09:00:44,3430.94
2017-05-03 09:00:45,3430.93
2017-05-03 09:00:46,3430.73
2017-05-03 09:00:47,3430.92
2017-05-03 09:00:48,3430.8
2017-05-03 09:00:49,3430.66
2017-05-03 09:00:50,3430.56
2017-05-03 09:00:51,3429.81
2017-05-03 09:00:52,3429.82
2017-05-03 09:00:53,3430.05
2017-05-03 09:00:54,3430.48
2017-05-03 09:00:55,3430.15
2017-05-03 09:00:56,3429.39
2017-05-03 09:00:57,3428.86
2017-05-03 09:00:58,3428.79
2017-05-03 09:00:59,3428.75
2017-05-03 09:01:00,3428.82
2017-05-03 09:01:01,3428.75
2017-05-03 09:01:02,3428.95
2017-05-03 09:01:03,3428.65
2017-05-03 09:01:04,3428.61
2017-05-03 09:01:05,3428.83
2017-05-03 09:01:06,3428.4
2017-05-03 09:01:07,3428.4
2017-05-03 09:01:08,3427.79
2017-05-03 09:01:09,3428.01
2017-05-03 09:01:10,3427.56
2017-05-03 09:01:11,3427.12
2017-05-03 09:01:12,3426.78
2017-05-03 09:01:13,3426.85
2017-05-03 09:01:14,3426.72
2017-05-03 09:01:15,3426.91
2017-05-03 09:01:16,3426.79
2017-05-03 09:01:17,3426.99
2017-05-03 09:01:18,3427.07
2017-05-03 09:01:19,3427.03
2017-05-03 09:01:20,3426.99
2017-05-03 09:01:21,3426.65
2017-05-03 09:01:22,3427.37
2017-05-03 09:01:23,3427.41
2017-05-03 09:01:24,3427.17
2017-05-03 09:01:25,3427.32
2017-05-03 09:01:26,3427.27
2017-05-03 09:01:27,3427.07
2017-05-03 09:01:28,3427.28
2017-05-03 09:01:29,3427.09
2017-05-03 09:01:30,3427.53
2017-05-03 09:01:31,3427.5
2017-05-03 09:01:32,3427.7
2017-05-03 09:01:33,3427.61
2017-05-03 09:01:34,3427.79
2017-05-03 09:01:35,3427.87
2017-05-03 09:01:36,3427.55
2017-05-03 09:01:37,3427.91
2017-05-03 09:01:38,3427.57
2017-05-03 09:01:39,3427.53
2017-05-03 09:01:40,3427.82
2017-05-03 09:01:41,3428.25
2017-05-03 09:01:42,3427.77
2017-05-03 09:01:43,3427.8
2017-05-03 09:01:44,3428.22
2017-05-03 09:01:45,3428.54
2017-05-03 09:01:46,3428.29
2017-05-03 09:01:47,3428.12
2017-05-03 09:01:48,3428.13
2017-05-03 09:01:49,3428.13
2017-05-03 09:01:50,3428.53
2017-05-03 09:01:51,3428.3
2017-05-03 09:01:52,3428.4
2017-05-03 09:01:53,3427.74
2017-05-03 09:01:54,3427.27
2017-05-03 09:01:55,3426.79
2017-05-03 09:01:56,3426.83
2017-05-03 09:01:57,3426.52
2017-05-03 09:01:58,3426.8
2017-05-03 09:01:59,3427.01
2017-05-03 09:02:00,3426.83
2017-05-03 09:02:01,3426.91
2017-05-03 09:02:02,3427.13
2017-05-03 09:02:03,3428.02
2017-05-03 09:02:04,3427.78
2017-05-03 09:02:05,3427.71
2017-05-03 09:02:06,3427.27
2017-05-03 09:02:07,3427.39
2017-05-03 09:02:08,3427.2
2017-05-03 09:02:09,3427.32
2017-05-03 09:02:10,3427.03
2017-05-03 09:02:11,3427.62
2017-05-03 09:02:12,3428.3
2017-05-03 09:02:13,3427.52
2017-05-03 09:02:14,3427.66
2017-05-03 09:02:15,3427.74
2017-05-03 09:02:16,3427.22
2017-05-03 09:02:17,3427.09
2017-05-03 09:02:18,3427.99
2017-05-03 09:02:19,3427.84
2017-05-03 09:02:20,3427.56
2017-05-03 09:02:21,3427.9
2017-05-03 09:02:22,3428.34
2017-05-03 09:02:23,3428.6
2017-05-03 09:02:24,3428.66
2017-05-03 09:02:25,3428.84
2017-05-03 09:02:26,3429.1
2017-05-03 09:02:27,3428.42
2017-05-03 09:02:28,3428.28
2017-05-03 09:02:29,3428.66
2017-05-03 09:02:30,3428.62
2017-05-03 09:02:31,3427.94
2017-05-03 09:02:32,3427.44
2017-05-03 09:02:33,3426.9
2017-05-03 09:02:34,3426.83
2017-05-03 09:02:35,3426.93
2017-05-03 09:02:36,3427.25
2017-05-03 09:02:37,3427.14
2017-05-03 09:02:38,3427.32
2017-05-03 09:02:39,3427.43
2017-05-03 09:02:40,3427.46
2017-05-03 09:02:41,3427.03
2017-05-03 09:02:42,3426.71
2017-05-03 09:02:43,3427.01
