times,price
2017-07-20 09:00:00,2858.1
2017-07-20 09:00:01,2858.83
2017-07-20 09:00:02,2858.58
2017-07-20 09:00:03,2858.35
2017-07-20 09:00:04,2858.13
2017-07-20 09:00:05,2857.42
2017-07-20 09:00:06,2857.48
2017-07-20 09:00:07,2857.55
2017-07-20 09:00:08,2857.64
2017-07-20 09:00:09,2857.91
2017-07-20 09:00:10,2857.58
2017-07-20 09:00:11,2857.65
2017-07-20 09:00:12,2857.8
2017-07-20 09:00:13,2857.46
2017-07-20 09:00:14,2857.13
2017-07-20 09:00:15,2857.19
2017-07-20 09:00:16,2857.79
2017-07-20 09:00:17,2857.59
2017-07-20 09:00:18,2857.26
2017-07-20 09:00:19,2856.41
2017-07-20 09:00:20,2856.23
2017-07-20 09:00:21,2855.87
2017-07-20 09:00:22,2856.07
2017-07-20 09:00:23,2855.71
2017-07-20 09:00:24,2854.92
2017-07-20 09:00:25,2855.03
2017-07-20 09:00:26,2855.01
2017-07-20 09:00:27,2854.57
2017-07-20 09:00:28,2854.6
2017-07-20 09:00:29,2854.28
2017-07-20 09:00:30,2854.42
2017-07-20 09:00:31,2854.34
2017-07-20 09:00:32,2854.53
2017-07-20 09:00:33,2854.95
2017-07-20 09:00:34,2854.79
2017-07-20 09:00:35,2855.15
2017-07-20 09:00:36,2854.86
2017-07-20 09:00:37,2854.65
2017-07-20 09:00:38,2854.54
2017-07-20 09:00:39,2854.11
2017-07-20 09:00:40,2854.19
2017-07-20 09:00:41,2854.32
2017-07-20 09:00:42,2854.81
2017-07-20 09:00:43,2854.86
2017-07-20 09:00:44,2854.93
2017-07-20 09:00:45,2855.15
2017-07-20 09:00:46,2855.06
2017-07-20 09:00:47,2855.44
2017-07-20 09:00:48,2855.89
2017-07-20 09:00:49,2856.27
2017-07-20 09:00:50,2856.59
2017-07-20 09:00:51,2856.54
2017-07-20 09:00:52,2855.99
2017-07-20 09:00:53,2855.6
2017-07-20 09:00:54,2855.71
2017-07-20 09:00:55,2855.42
2017-07-20 09:00:56,2855.5
2017-07-20 09:00:57,2855.88
2017-07-20 09:00:58,2856.18
2017-07-20 09:00:59,2856.4
2017-07-20 09:01:00,2856.25
2017-07-20 09:01:01,2855.84
2017-07-20 09:01:02,2855.93
2017-07-20 09:01:03,2855.46
2017-07-20 09:01:04,2856.13
2017-07-20 09:01:05,2856.09
2017-07-20 09:01:06,2856.52
2017-07-20 09:01:07,2856.74
2017-07-20 09:01:08,2856.65
2017-07-20 09:01:09,2855.95
2017-07-20 09:01:10,2856.07
2017-07-20 09:01:11,2856.39
2017-07-20 09:01:12,2856.39
2017-07-20 09:01:13,2856.17
2017-07-20 09:01:14,2856.25
2017-07-20 09:01:15,2856.06
2017-07-20 09:01:16,2856.14
2017-07-20 09:01:17,2856.21
2017-07-20 09:01:18,2856.59
2017-07-20 09:01:19,2857.11
2017-07-20 09:01:20,2857.46
2017-07-20 09:01:21,2857.68
2017-07-20 09:01:22,2857.5
2017-07-20 09:01:23,2857.55
2017-07-20 09:01:24,2857.99
2017-07-20 09:01:25,2858.14
2017-07-20 09:01:26,2858.14
2017-07-20 09:01:27,2858.38
2017-07-20 09:01:28,2857.78
2017-07-20 09:01:29,2857.51
2017-07-20 09:01:30,2857.58
2017-07-20 09:01:31,2857.91
2017-07-20 09:01:32,2857.81
2017-07-20 09:01:33,2858.0
2017-07-20 09:01:34,2858.33
2017-07-20 09:01:35,2858.16
2017-07-20 09:01:36,2857.89
2017-07-20 09:01:37,2858.32
2017-07-20 09:01:38,2858.86
2017-07-20 09:01:39,2858.22
2017-07-20 09:01:40,2858.1
2017-07-20 09:01:41,2858.27
2017-07-20 09:01:42,2857.93
2017-07-20 09:01:43,2857.98
2017-07-20 09:01:44,2857.97
2017-07-20 09:01:45,2858.01
2017-07-20 09:01:46,2857.76
2017-07-20 09:01:47,2857.71
2017-07-20 09:01:48,2858.09
2017-07-20 09:01:49,2858.02
2017-07-20 09:01:50,2857.84
2017-07-20 09:01:51,2857.39
2017-07-20 09:01:52,2857.71
2017-07-20 09:01:53,2857.91
2017-07-20 09:01:54,2857.77
2017-07-20 09:01:55,2857.37
2017-07-20 09:01:56,2856.59
2017-07-20 09:01:57,2856.67
2017-07-20 09:01:58,2856.38
2017-07-20 09:01:59,2856.1
2017-07-20 09:02:00,2855.2
2017-07-20 09:02:01,2854.75
2017-07-20 09:02:02,2854.25
2017-07-20 09:02:03,2854.03
2017-07-20 09:02:04,2854.1
2017-07-20 09:02:05,2853.95
2017-07-20 09:02:06,2854.54
2017-07-20 09:02:07,2854.05
2017-07-20 09:02:08,2854.28
2017-07-20 09:02:09,2854.2
2017-07-20 09:02:10,2854.23
2017-07-20 09:02:11,2853.92
2017-07-20 09:02:12,2853.36
2017-07-20 09:02:13,2853.54
2017-07-20 09:02:14,2853.76
2017-07-20 09:02:15,2854.02
2017-07-20 09:02:16,2853.64
2017-07-20 09:02:17,2852.94
2017-07-20 09:02:18,2853.44
2017-07-20 09:02:19,2853.94
2017-07-20 09:02:20,2854.15
2017-07-20 09:02:21,2854.01
