times,price
2017-05-11 09:00:00,3335.84
2017-05-11 09:00:01,3335.29
2017-05-11 09:00:02,3335.02
2017-05-11 09:00:03,3335.32
2017-05-11 09:00:04,3335.18
2017-05-11 09:00:05,3335.55
2017-05-11 09:00:06,3335.3
2017-05-11 09:00:07,3335.63
2017-05-11 09:00:08,3335.32
2017-05-11 09:00:09,3334.77
2017-05-11 09:00:10,3334.79
2017-05-11 09:00:11,3334.72
2017-05-11 09:00:12,3334.81
2017-05-11 09:00:13,3334.52
2017-05-11 09:00:14,3334.34
2017-05-11 09:00:15,3333.86
2017-05-11 09:00:16,3334.6
2017-05-11 09:00:17,3335.22
2017-05-11 09:00:18,3335.77
2017-05-11 09:00:19,3335.23
2017-05-11 09:00:20,3334.93
2017-05-11 09:00:21,3335.03
2017-05-11 09:00:22,3335.12
2017-05-11 09:00:23,3335.38
2017-05-11 09:00:24,3334.38
2017-05-11 09:00:25,3334.33
2017-05-11 09:00:26,3333.52
2017-05-11 09:00:27,3333.64
2017-05-11 09:00:28,3333.91
2017-05-11 09:00:29,3334.01
2017-05-11 09:00:30,3334.04
2017-05-11 09:00:31,3334.21
2017-05-11 09:00:32,3334.28
2017-05-11 09:00:33,3334.53
2017-05-11 09:00:34,3334.6
2017-05-11 09:00:35,3334.26
2017-05-11 09:00:36,3334.02
2017-05-11 09:00:37,3334.33
2017-05-11 09:00:38,3333.94
2017-05-11 09:00:39,3333.74
2017-05-11 09:00:40,3333.86
2017-05-11 09:00:41,3333.97
2017-05-11 09:00:42,3334.19
2017-05-11 09:00:43,3334.2
2017-05-11 09:00:44,3334.51
2017-05-11 09:00:45,3334.96
2017-05-11 09:00:46,3334.76
2017-05-11 09:00:47,3334.9
2017-05-11 09:00:48,3335.54
2017-05-11 09:00:49,3334.99
2017-05-11 09:00:50,3334.55
2017-05-11 09:00:51,3334.12
2017-05-11 09:00:52,3334.15
2017-05-11 09:00:53,3334.35
2017-05-11 09:00:54,3334.38
2017-05-11 09:00:55,3334.37
2017-05-11 09:00:56,3334.34
2017-05-11 09:00:57,3334.33
2017-05-11 09:00:58,3334.46
2017-05-11 09:00:59,3334.42
2017-05-11 09:01:00,3334.3
2017-05-11 09:01:01,3334.36
2017-05-11 09:01:02,3334.61
2017-05-11 09:01:03,3334.34
2017-05-11 09:01:04,3333.83
2017-05-11 09:01:05,3334.24
2017-05-11 09:01:06,3334.36
2017-05-11 09:01:07,3334.32
2017-05-11 09:01:08,3334.16
2017-05-11 09:01:09,3334.42
2017-05-11 09:01:10,3335.04
2017-05-11 09:01:11,3335.31
2017-05-11 09:01:12,3335.63
2017-05-11 09:01:13,3335.8
2017-05-11 09:01:14,3336.7
2017-05-11 09:01:15,3336.51
2017-05-11 09:01:16,3336.2
2017-05-11 09:01:17,3336.63
2017-05-11 09:01:18,3336.66
2017-05-11 09:01:19,3336.92
2017-05-11 09:01:20,3336.81
2017-05-11 09:01:21,3336.79
2017-05-11 09:01:22,3336.96
2017-05-11 09:01:23,3336.78
2017-05-11 09:01:24,3336.96
2017-05-11 09:01:25,3337.2
2017-05-11 09:01:26,3336.67
2017-05-11 09:01:27,3336.51
2017-05-11 09:01:28,3337.03
2017-05-11 09:01:29,3336.81
2017-05-11 09:01:30,3336.48
2017-05-11 09:01:31,3336.46
2017-05-11 09:01:32,3336.1
2017-05-11 09:01:33,3336.02
2017-05-11 09:01:34,3336.34
2017-05-11 09:01:35,3336.37
2017-05-11 09:01:36,3336.68
2017-05-11 09:01:37,3336.97
2017-05-11 09:01:38,3336.96
2017-05-11 09:01:39,3337.16
2017-05-11 09:01:40,3336.63
2017-05-11 09:01:41,3336.41
2017-05-11 09:01:42,3336.78
2017-05-11 09:01:43,3336.5
2017-05-11 09:01:44,3336.04
2017-05-11 09:01:45,3335.23
2017-05-11 09:01:46,3336.15
2017-05-11 09:01:47,3335.99
2017-05-11 09:01:48,3335.44
2017-05-11 09:01:49,3335.3
2017-05-11 09:01:50,3334.67
2017-05-11 09:01:51,3335.02
2017-05-11 09:01:52,3335.59
2017-05-11 09:01:53,3335.94
2017-05-11 09:01:54,3336.29
2017-05-11 09:01:55,3335.55
2017-05-11 09:01:56,3336.04
