times,price
2017-08-01 09:00:00,3056.36
2017-08-01 09:00:01,3056.91
2017-08-01 09:00:02,3056.78
2017-08-01 09:00:03,3056.71
2017-08-01 09:00:04,3056.71
2017-08-01 09:00:05,3056.47
2017-08-01 09:00:06,3055.84
2017-08-01 09:00:07,3055.46
2017-08-01 09:00:08,3055.3
2017-08-01 09:00:09,3055.38
2017-08-01 09:00:10,3055.66
2017-08-01 09:00:11,3056.15
2017-08-01 09:00:12,3056.44
2017-08-01 09:00:13,3055.75
2017-08-01 09:00:14,3055.89
2017-08-01 09:00:15,3055.71
2017-08-01 09:00:16,3055.8
2017-08-01 09:00:17,3055.7
2017-08-01 09:00:18,3055.43
2017-08-01 09:00:19,3055.51
2017-08-01 09:00:20,3055.95
2017-08-01 09:00:21,3056.21
2017-08-01 09:00:22,3056.08
2017-08-01 09:00:23,3056.18
2017-08-01 09:00:24,3056.47
2017-08-01 09:00:25,3056.32
2017-08-01 09:00:26,3055.85
2017-08-01 09:00:27,3055.55
2017-08-01 09:00:28,3055.77
2017-08-01 09:00:29,3056.33
2017-08-01 09:00:30,3055.95
2017-08-01 09:00:31,3055.93
2017-08-01 09:00:32,3055.88
2017-08-01 09:00:33,3056.25
2017-08-01 09:00:34,3056.38
2017-08-01 09:00:35,3056.34
2017-08-01 09:00:36,3056.12
2017-08-01 09:00:37,3056.25
2017-08-01 09:00:38,3056.42
2017-08-01 09:00:39,3056.79
2017-08-01 09:00:40,3056.54
2017-08-01 09:00:41,3056.67
2017-08-01 09:00:42,3057.17
2017-08-01 09:00:43,3057.04
2017-08-01 09:00:44,3057.04
2017-08-01 09:00:45,3056.9
2017-08-01 09:00:46,3056.79
2017-08-01 09:00:47,3056.23
2017-08-01 09:00:48,3056.46
2017-08-01 09:00:49,3056.68
2017-08-01 09:00:50,3056.7
2017-08-01 09:00:51,3056.56
2017-08-01 09:00:52,3057.27
2017-08-01 09:00:53,3057.27
2017-08-01 09:00:54,3057.32
2017-08-01 09:00:55,3057.54
2017-08-01 09:00:56,3057.92
2017-08-01 09:00:57,3057.7
2017-08-01 09:00:58,3057.76
2017-08-01 09:00:59,3057.83
2017-08-01 09:01:00,3058.22
2017-08-01 09:01:01,3057.91
2017-08-01 09:01:02,3057.82
2017-08-01 09:01:03,3057.75
2017-08-01 09:01:04,3057.94
2017-08-01 09:01:05,3057.64
2017-08-01 09:01:06,3057.95
2017-08-01 09:01:07,3058.25
2017-08-01 09:01:08,3058.61
2017-08-01 09:01:09,3058.72
2017-08-01 09:01:10,3058.73
2017-08-01 09:01:11,3058.47
2017-08-01 09:01:12,3058.29
2017-08-01 09:01:13,3058.84
2017-08-01 09:01:14,3058.84
2017-08-01 09:01:15,3059.01
2017-08-01 09:01:16,3058.68
2017-08-01 09:01:17,3058.15
2017-08-01 09:01:18,3058.19
2017-08-01 09:01:19,3058.09
2017-08-01 09:01:20,3058.37
2017-08-01 09:01:21,3058.15
2017-08-01 09:01:22,3057.61
2017-08-01 09:01:23,3058.05
2017-08-01 09:01:24,3057.88
2017-08-01 09:01:25,3057.31
2017-08-01 09:01:26,3057.48
2017-08-01 09:01:27,3057.37
2017-08-01 09:01:28,3057.79
2017-08-01 09:01:29,3057.8
2017-08-01 09:01:30,3057.14
2017-08-01 09:01:31,3056.61
2017-08-01 09:01:32,3056.71
2017-08-01 09:01:33,3057.03
2017-08-01 09:01:34,3057.77
2017-08-01 09:01:35,3057.11
2017-08-01 09:01:36,3056.49
2017-08-01 09:01:37,3056.4
2017-08-01 09:01:38,3056.47
2017-08-01 09:01:39,3056.31
2017-08-01 09:01:40,3056.14
2017-08-01 09:01:41,3055.97
2017-08-01 09:01:42,3056.19
2017-08-01 09:01:43,3056.05
2017-08-01 09:01:44,3055.52
2017-08-01 09:01:45,3055.41
2017-08-01 09:01:46,3055.36
2017-08-01 09:01:47,3055.18
2017-08-01 09:01:48,3054.84
2017-08-01 09:01:49,3054.49
2017-08-01 09:01:50,3054.32
2017-08-01 09:01:51,3054.61
2017-08-01 09:01:52,3054.52
2017-08-01 09:01:53,3054.5
2017-08-01 09:01:54,3054.4
2017-08-01 09:01:55,3054.05
2017-08-01 09:01:56,3054.01
2017-08-01 09:01:57,3054.14
2017-08-01 09:01:58,3054.38
2017-08-01 09:01:59,3054.46
2017-08-01 09:02:00,3054.46
2017-08-01 09:02:01,3054.22
2017-08-01 09:02:02,3054.1
2017-08-01 09:02:03,3054.15
2017-08-01 09:02:04,3053.71
2017-08-01 09:02:05,3053.57
2017-08-01 09:02:06,3053.86
2017-08-01 09:02:07,3053.89
2017-08-01 09:02:08,3053.8
2017-08-01 09:02:09,3054.19
2017-08-01 09:02:10,3054.33
2017-08-01 09:02:11,3054.45
2017-08-01 09:02:12,3054.29
2017-08-01 09:02:13,3053.92
2017-08-01 09:02:14,3054.44
2017-08-01 09:02:15,3054.7
2017-08-01 09:02:16,3054.61
2017-08-01 09:02:17,3054.34
2017-08-01 09:02:18,3054.78
2017-08-01 09:02:19,3055.02
2017-08-01 09:02:20,3055.08
2017-08-01 09:02:21,3054.76
2017-08-01 09:02:22,3055.25
2017-08-01 09:02:23,3055.55
2017-08-01 09:02:24,3055.46
2017-08-01 09:02:25,3055.68
2017-08-01 09:02:26,3055.39
2017-08-01 09:02:27,3055.23
2017-08-01 09:02:28,3055.22
2017-08-01 09:02:29,3055.59
2017-08-01 09:02:30,3055.58
2017-08-01 09:02:31,3055.55
2017-08-01 09:02:32,3055.2
2017-08-01 09:02:33,3055.12
2017-08-01 09:02:34,3055.19
2017-08-01 09:02:35,3055.21
2017-08-01 09:02:36,3055.21
2017-08-01 09:02:37,3055.36
2017-08-01 09:02:38,3055.33
2017-08-01 09:02:39,3055.18
2017-08-01 09:02:40,3055.45
2017-08-01 09:02:41,3055.43
2017-08-01 09:02:42,3055.72
2017-08-01 09:02:43,3055.55
2017-08-01 09:02:44,3056.14
2017-08-01 09:02:45,3056.17
2017-08-01 09:02:46,3056.08
2017-08-01 09:02:47,3055.93
2017-08-01 09:02:48,3055.91
2017-08-01 09:02:49,3056.09
2017-08-01 09:02:50,3056.6
2017-08-01 09:02:51,3056.56
2017-08-01 09:02:52,3056.59
2017-08-01 09:02:53,3056.27
2017-08-01 09:02:54,3056.99
2017-08-01 09:02:55,3057.05
2017-08-01 09:02:56,3057.34
2017-08-01 09:02:57,3057.65
2017-08-01 09:02:58,3057.91
2017-08-01 09:02:59,3057.78
2017-08-01 09:03:00,3057.69
2017-08-01 09:03:01,3058.1
2017-08-01 09:03:02,3058.04
2017-08-01 09:03:03,3058.04
2017-08-01 09:03:04,3057.92
2017-08-01 09:03:05,3058.43
2017-08-01 09:03:06,3058.14
2017-08-01 09:03:07,3058.2
2017-08-01 09:03:08,3058.11
2017-08-01 09:03:09,3057.84
2017-08-01 09:03:10,3057.97
2017-08-01 09:03:11,3057.96
2017-08-01 09:03:12,3057.27
2017-08-01 09:03:13,3056.97
2017-08-01 09:03:14,3057.37
2017-08-01 09:03:15,3057.75
2017-08-01 09:03:16,3058.12
2017-08-01 09:03:17,3058.04
2017-08-01 09:03:18,3058.08
2017-08-01 09:03:19,3058.18
2017-08-01 09:03:20,3058.2
2017-08-01 09:03:21,3058.25
2017-08-01 09:03:22,3058.52
2017-08-01 09:03:23,3058.53
2017-08-01 09:03:24,3058.41
2017-08-01 09:03:25,3058.6
2017-08-01 09:03:26,3057.91
2017-08-01 09:03:27,3057.92
2017-08-01 09:03:28,3058.32
2017-08-01 09:03:29,3058.39
2017-08-01 09:03:30,3057.93
2017-08-01 09:03:31,3057.93
2017-08-01 09:03:32,3058.0
2017-08-01 09:03:33,3057.84
2017-08-01 09:03:34,3057.37
2017-08-01 09:03:35,3057.71
2017-08-01 09:03:36,3057.64
2017-08-01 09:03:37,3057.34
2017-08-01 09:03:38,3056.95
2017-08-01 09:03:39,3056.76
2017-08-01 09:03:40,3057.05
2017-08-01 09:03:41,3057.02
2017-08-01 09:03:42,3056.53
2017-08-01 09:03:43,3057.01
2017-08-01 09:03:44,3056.94
2017-08-01 09:03:45,3057.06
2017-08-01 09:03:46,3056.93
2017-08-01 09:03:47,3057.36
2017-08-01 09:03:48,3057.13
2017-08-01 09:03:49,3057.08
2017-08-01 09:03:50,3057.08
2017-08-01 09:03:51,3057.07
2017-08-01 09:03:52,3057.49
2017-08-01 09:03:53,3057.62
2017-08-01 09:03:54,3057.34
2017-08-01 09:03:55,3057.68
2017-08-01 09:03:56,3057.66
2017-08-01 09:03:57,3058.4
2017-08-01 09:03:58,3058.44
2017-08-01 09:03:59,3058.93
2017-08-01 09:04:00,3059.2
2017-08-01 09:04:01,3058.64
2017-08-01 09:04:02,3058.4
2017-08-01 09:04:03,3058.74
2017-08-01 09:04:04,3059.03
2017-08-01 09:04:05,3059.14
2017-08-01 09:04:06,3059.4
2017-08-01 09:04:07,3059.57
2017-08-01 09:04:08,3059.72
2017-08-01 09:04:09,3059.67
2017-08-01 09:04:10,3059.55
2017-08-01 09:04:11,3059.64
2017-08-01 09:04:12,3059.88
2017-08-01 09:04:13,3060.13
2017-08-01 09:04:14,3060.43
2017-08-01 09:04:15,3060.77
2017-08-01 09:04:16,3060.83
2017-08-01 09:04:17,3060.61
2017-08-01 09:04:18,3060.8
2017-08-01 09:04:19,3060.67
2017-08-01 09:04:20,3060.62
2017-08-01 09:04:21,3060.83
2017-08-01 09:04:22,3060.72
2017-08-01 09:04:23,3060.63
2017-08-01 09:04:24,3060.82
2017-08-01 09:04:25,3060.96
2017-08-01 09:04:26,3060.44
2017-08-01 09:04:27,3060.07
2017-08-01 09:04:28,3060.23
2017-08-01 09:04:29,3059.55
2017-08-01 09:04:30,3059.4
2017-08-01 09:04:31,3058.69
2017-08-01 09:04:32,3058.38
2017-08-01 09:04:33,3058.48
2017-08-01 09:04:34,3058.56
2017-08-01 09:04:35,3058.47
2017-08-01 09:04:36,3058.72
2017-08-01 09:04:37,3058.33
2017-08-01 09:04:38,3058.65
2017-08-01 09:04:39,3058.63
2017-08-01 09:04:40,3058.65
2017-08-01 09:04:41,3058.72
2017-08-01 09:04:42,3058.57
2017-08-01 09:04:43,3058.42
2017-08-01 09:04:44,3058.47
2017-08-01 09:04:45,3057.99
2017-08-01 09:04:46,3057.47
2017-08-01 09:04:47,3057.23
2017-08-01 09:04:48,3057.68
2017-08-01 09:04:49,3057.74
2017-08-01 09:04:50,3057.51
2017-08-01 09:04:51,3057.37
2017-08-01 09:04:52,3057.63
2017-08-01 09:04:53,3057.92
2017-08-01 09:04:54,3058.24
2017-08-01 09:04:55,3057.97
2017-08-01 09:04:56,3057.66
2017-08-01 09:04:57,3057.71
2017-08-01 09:04:58,3057.79
2017-08-01 09:04:59,3058.27
2017-08-01 09:05:00,3058.07
2017-08-01 09:05:01,3057.56
2017-08-01 09:05:02,3057.59
2017-08-01 09:05:03,3057.25
2017-08-01 09:05:04,3057.6
2017-08-01 09:05:05,3057.8
2017-08-01 09:05:06,3057.95
2017-08-01 09:05:07,3057.65
2017-08-01 09:05:08,3057.21
2017-08-01 09:05:09,3056.87
2017-08-01 09:05:10,3056.18
2017-08-01 09:05:11,3056.14
2017-08-01 09:05:12,3055.77
2017-08-01 09:05:13,3055.55
2017-08-01 09:05:14,3055.69
2017-08-01 09:05:15,3055.65
2017-08-01 09:05:16,3055.51
2017-08-01 09:05:17,3055.53
2017-08-01 09:05:18,3055.77
2017-08-01 09:05:19,3056.01
2017-08-01 09:05:20,3055.89
2017-08-01 09:05:21,3055.9
2017-08-01 09:05:22,3055.83
2017-08-01 09:05:23,3055.53
2017-08-01 09:05:24,3055.61
2017-08-01 09:05:25,3056.02
2017-08-01 09:05:26,3055.37
2017-08-01 09:05:27,3055.82
2017-08-01 09:05:28,3056.0
2017-08-01 09:05:29,3056.6
2017-08-01 09:05:30,3056.44
2017-08-01 09:05:31,3056.26
2017-08-01 09:05:32,3056.09
2017-08-01 09:05:33,3055.78
2017-08-01 09:05:34,3054.98
2017-08-01 09:05:35,3054.78
2017-08-01 09:05:36,3055.01
2017-08-01 09:05:37,3055.02
2017-08-01 09:05:38,3055.09
2017-08-01 09:05:39,3055.35
2017-08-01 09:05:40,3055.43
2017-08-01 09:05:41,3055.62
2017-08-01 09:05:42,3055.8
2017-08-01 09:05:43,3056.26
2017-08-01 09:05:44,3055.92
2017-08-01 09:05:45,3055.96
2017-08-01 09:05:46,3055.78
2017-08-01 09:05:47,3056.17
2017-08-01 09:05:48,3056.58
2017-08-01 09:05:49,3056.51
2017-08-01 09:05:50,3056.6
2017-08-01 09:05:51,3056.97
2017-08-01 09:05:52,3057.16
2017-08-01 09:05:53,3056.97
2017-08-01 09:05:54,3056.87
2017-08-01 09:05:55,3057.4
2017-08-01 09:05:56,3057.97
2017-08-01 09:05:57,3058.04
2017-08-01 09:05:58,3058.0
2017-08-01 09:05:59,3057.58
2017-08-01 09:06:00,3058.26
2017-08-01 09:06:01,3058.54
2017-08-01 09:06:02,3057.74
2017-08-01 09:06:03,3058.01
2017-08-01 09:06:04,3058.46
2017-08-01 09:06:05,3057.96
2017-08-01 09:06:06,3057.96
2017-08-01 09:06:07,3057.89
2017-08-01 09:06:08,3057.79
2017-08-01 09:06:09,3057.91
2017-08-01 09:06:10,3058.28
2017-08-01 09:06:11,3058.96
2017-08-01 09:06:12,3058.26
2017-08-01 09:06:13,3058.15
2017-08-01 09:06:14,3057.77
2017-08-01 09:06:15,3058.01
2017-08-01 09:06:16,3057.98
2017-08-01 09:06:17,3058.21
2017-08-01 09:06:18,3058.71
2017-08-01 09:06:19,3058.84
2017-08-01 09:06:20,3059.1
2017-08-01 09:06:21,3059.9
2017-08-01 09:06:22,3059.85
2017-08-01 09:06:23,3060.5
2017-08-01 09:06:24,3060.44
2017-08-01 09:06:25,3060.03
2017-08-01 09:06:26,3060.2
2017-08-01 09:06:27,3060.07
2017-08-01 09:06:28,3060.75
2017-08-01 09:06:29,3060.68
2017-08-01 09:06:30,3060.87
2017-08-01 09:06:31,3061.13
2017-08-01 09:06:32,3060.51
2017-08-01 09:06:33,3060.4
2017-08-01 09:06:34,3060.16
2017-08-01 09:06:35,3060.03
2017-08-01 09:06:36,3060.25
2017-08-01 09:06:37,3060.8
2017-08-01 09:06:38,3060.6
2017-08-01 09:06:39,3060.37
2017-08-01 09:06:40,3060.54
2017-08-01 09:06:41,3060.63
2017-08-01 09:06:42,3060.73
2017-08-01 09:06:43,3060.4
2017-08-01 09:06:44,3060.12
2017-08-01 09:06:45,3060.46
2017-08-01 09:06:46,3060.75
2017-08-01 09:06:47,3061.23
2017-08-01 09:06:48,3061.34
2017-08-01 09:06:49,3060.91
2017-08-01 09:06:50,3061.34
2017-08-01 09:06:51,3061.54
2017-08-01 09:06:52,3061.8
2017-08-01 09:06:53,3062.35
2017-08-01 09:06:54,3062.57
2017-08-01 09:06:55,3062.69
2017-08-01 09:06:56,3062.79
2017-08-01 09:06:57,3062.62
2017-08-01 09:06:58,3062.68
2017-08-01 09:06:59,3062.63
2017-08-01 09:07:00,3062.44
2017-08-01 09:07:01,3062.21
2017-08-01 09:07:02,3062.37
2017-08-01 09:07:03,3062.2
2017-08-01 09:07:04,3062.99
2017-08-01 09:07:05,3062.73
2017-08-01 09:07:06,3062.83
2017-08-01 09:07:07,3062.62
2017-08-01 09:07:08,3062.8
2017-08-01 09:07:09,3062.43
2017-08-01 09:07:10,3062.29
2017-08-01 09:07:11,3063.03
2017-08-01 09:07:12,3062.9
2017-08-01 09:07:13,3062.57
2017-08-01 09:07:14,3062.25
2017-08-01 09:07:15,3062.19
2017-08-01 09:07:16,3062.58
2017-08-01 09:07:17,3062.82
2017-08-01 09:07:18,3062.61
2017-08-01 09:07:19,3062.13
2017-08-01 09:07:20,3062.16
2017-08-01 09:07:21,3061.95
2017-08-01 09:07:22,3062.16
2017-08-01 09:07:23,3062.37
2017-08-01 09:07:24,3062.7
2017-08-01 09:07:25,3062.32
2017-08-01 09:07:26,3062.2
2017-08-01 09:07:27,3061.7
2017-08-01 09:07:28,3061.88
2017-08-01 09:07:29,3062.13
2017-08-01 09:07:30,3062.18
2017-08-01 09:07:31,3062.38
2017-08-01 09:07:32,3062.9
2017-08-01 09:07:33,3062.33
2017-08-01 09:07:34,3062.14
2017-08-01 09:07:35,3061.9
2017-08-01 09:07:36,3061.65
2017-08-01 09:07:37,3062.07
2017-08-01 09:07:38,3062.12
2017-08-01 09:07:39,3062.03
2017-08-01 09:07:40,3062.28
2017-08-01 09:07:41,3062.16
2017-08-01 09:07:42,3061.83
2017-08-01 09:07:43,3061.25
2017-08-01 09:07:44,3061.58
2017-08-01 09:07:45,3061.6
2017-08-01 09:07:46,3061.84
2017-08-01 09:07:47,3062.24
