times,price
2017-05-15 09:00:00,3189.12
2017-05-15 09:00:01,3189.23
2017-05-15 09:00:02,3189.32
2017-05-15 09:00:03,3188.56
2017-05-15 09:00:04,3188.72
2017-05-15 09:00:05,3189.12
2017-05-15 09:00:06,3190.01
2017-05-15 09:00:07,3189.17
2017-05-15 09:00:08,3189.58
2017-05-15 09:00:09,3189.31
2017-05-15 09:00:10,3189.39
2017-05-15 09:00:11,3189.47
2017-05-15 09:00:12,3189.93
2017-05-15 09:00:13,3189.69
2017-05-15 09:00:14,3189.68
2017-05-15 09:00:15,3189.18
2017-05-15 09:00:16,3189.08
2017-05-15 09:00:17,3189.11
2017-05-15 09:00:18,3188.73
2017-05-15 09:00:19,3189.02
2017-05-15 09:00:20,3189.22
2017-05-15 09:00:21,3189.54
2017-05-15 09:00:22,3189.47
2017-05-15 09:00:23,3189.16
2017-05-15 09:00:24,3188.58
2017-05-15 09:00:25,3188.93
2017-05-15 09:00:26,3188.83
2017-05-15 09:00:27,3188.76
2017-05-15 09:00:28,3188.9
2017-05-15 09:00:29,3188.81
2017-05-15 09:00:30,3188.75
2017-05-15 09:00:31,3189.22
2017-05-15 09:00:32,3189.53
2017-05-15 09:00:33,3189.05
2017-05-15 09:00:34,3189.16
2017-05-15 09:00:35,3189.16
2017-05-15 09:00:36,3189.04
2017-05-15 09:00:37,3189.12
2017-05-15 09:00:38,3188.8
2017-05-15 09:00:39,3188.7
2017-05-15 09:00:40,3188.76
2017-05-15 09:00:41,3188.85
2017-05-15 09:00:42,3188.13
2017-05-15 09:00:43,3187.76
2017-05-15 09:00:44,3187.17
2017-05-15 09:00:45,3187.22
2017-05-15 09:00:46,3187.03
2017-05-15 09:00:47,3186.76
2017-05-15 09:00:48,3187.63
2017-05-15 09:00:49,3187.64
2017-05-15 09:00:50,3186.87
2017-05-15 09:00:51,3186.62
2017-05-15 09:00:52,3186.6
2017-05-15 09:00:53,3186.52
2017-05-15 09:00:54,3187.12
2017-05-15 09:00:55,3186.72
2017-05-15 09:00:56,3186.9
2017-05-15 09:00:57,3186.69
2017-05-15 09:00:58,3187.08
2017-05-15 09:00:59,3186.8
2017-05-15 09:01:00,3186.51
2017-05-15 09:01:01,3186.44
2017-05-15 09:01:02,3186.37
2017-05-15 09:01:03,3186.78
2017-05-15 09:01:04,3187.08
2017-05-15 09:01:05,3187.01
2017-05-15 09:01:06,3186.88
2017-05-15 09:01:07,3186.98
2017-05-15 09:01:08,3186.49
2017-05-15 09:01:09,3186.77
2017-05-15 09:01:10,3186.71
2017-05-15 09:01:11,3186.27
2017-05-15 09:01:12,3186.26
2017-05-15 09:01:13,3185.99
2017-05-15 09:01:14,3186.17
2017-05-15 09:01:15,3186.92
2017-05-15 09:01:16,3186.39
2017-05-15 09:01:17,3186.27
2017-05-15 09:01:18,3186.32
2017-05-15 09:01:19,3187.02
2017-05-15 09:01:20,3186.49
2017-05-15 09:01:21,3186.92
2017-05-15 09:01:22,3186.51
2017-05-15 09:01:23,3186.28
2017-05-15 09:01:24,3186.43
2017-05-15 09:01:25,3186.85
2017-05-15 09:01:26,3186.76
2017-05-15 09:01:27,3186.68
2017-05-15 09:01:28,3186.83
2017-05-15 09:01:29,3187.02
2017-05-15 09:01:30,3187.27
2017-05-15 09:01:31,3186.67
2017-05-15 09:01:32,3186.96
2017-05-15 09:01:33,3187.43
2017-05-15 09:01:34,3187.43
2017-05-15 09:01:35,3187.12
2017-05-15 09:01:36,3187.03
2017-05-15 09:01:37,3187.04
2017-05-15 09:01:38,3187.12
2017-05-15 09:01:39,3187.38
2017-05-15 09:01:40,3187.34
2017-05-15 09:01:41,3187.02
2017-05-15 09:01:42,3187.03
2017-05-15 09:01:43,3187.26
2017-05-15 09:01:44,3186.77
2017-05-15 09:01:45,3186.17
2017-05-15 09:01:46,3185.98
2017-05-15 09:01:47,3185.87
2017-05-15 09:01:48,3185.36
2017-05-15 09:01:49,3185.86
2017-05-15 09:01:50,3185.84
2017-05-15 09:01:51,3185.97
2017-05-15 09:01:52,3186.06
2017-05-15 09:01:53,3186.48
2017-05-15 09:01:54,3186.62
2017-05-15 09:01:55,3186.92
2017-05-15 09:01:56,3186.82
2017-05-15 09:01:57,3186.26
2017-05-15 09:01:58,3186.08
2017-05-15 09:01:59,3186.44
2017-05-15 09:02:00,3186.23
